dam,day_of_year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
BON,98,5.6,1.7,3.9,3.3,5.6,5.6,5,5.6,5.6,2.8,6.7,3.9,5.6,5.6,5.6, NA,4.4,5.6,7.8,7.2,5.6,6.1, NA,5, NA,6.7,5.556,2.778,7.778,5.556,5.556,3.333, NA,5.556,6.667,5,5.556,7.778, NA, NA,5,,,, NA, NA, NA, NA, NA, NA, NA
BON,99,5.6,1.7,3.9,3.9,5.6,5.6,5,5.6,5.6,3.3,6.7,4.4,5.6,5.6,5.6,5.6,4.4,5, NA,7.2,6.1,6.1,6.1,5,5,6.7,5.556,3.333,8.333,5.556,5.556,3.889, NA,5.556,6.667,5,5.556,7.778, NA, NA,5,,,, NA, NA, NA, NA, NA, NA, NA
BON,100,5.6,2.2,3.9,3.9,6.1,5.6,5,5.6,5,3.9,6.7,4.4,5.6,5.6,5,6.1,4.4,5.6, NA,7.2,6.1,6.1,6.7,5,4.4,6.7,5.556,3.333,8.333,6.111,6.111,3.889, NA,5.556,6.667,5,5.556,7.222, NA, NA,5,,,, NA, NA, NA, NA, NA, NA, NA
BON,101,6.1,2.2,4.4,4.4,6.1,6.1,4.4,5.6,5.6,3.9,6.7,4.4,6.1,6.1,5,6.7,4.4,5.6, NA,7.2,6.1,6.1,6.7,5,5,7.2,5.556,3.333,8.889,6.111,5.556,4.444, NA,5.556,5.556,5.556,5.556,7.222, NA, NA,5,,,, NA, NA, NA, NA, NA, NA, NA
BON,102,6.1,2.2,4.4,4.4,6.1,6.1,5.6,5.6,5.6,3.9,6.7,4.4,6.1,6.1,5,6.7,5.6,5.6,7.2,7.2,6.1,6.1,7.8,5, NA,7.2,6.111,3.333,8.333,6.111,5.556,4.444, NA,5.556,7.222,5.556,5.556,7.222, NA, NA,5.556,,,, NA, NA, NA, NA, NA, NA, NA
BON,103,6.1,2.2,5,4.4,6.1,6.7,5.6,5.6,5.6,4.4,6.7,4.4,6.7,6.7,5.6,6.7,5.6,5.6,7.2,7.8,6.7,6.1,7.2, NA,5,6.7,6.111,3.889,8.333,6.111,5.556,5, NA,5.556,7.222,5.556,5.556,7.222, NA, NA,5.556,,,, NA, NA, NA, NA, NA, NA, NA
BON,104,5.6,13.3,5,4.4,6.1,6.7,5,5.6,5.6,5,6.7,4.4,6.1,6.7,5.6,7.2,5.6,5.6,7.2,7.8,6.7,6.1,7.2, NA,5.6,6.7,6.111,3.889,8.889,6.111,6.667,4.444, NA,6.111,6.667,5.556,5.556,7.778, NA, NA,5.556,,,, NA, NA, NA, NA, NA, NA, NA
BON,105,6.1,2.8,5.6,5,6.1,6.7,5.6,6.1,5,5,6.7,4.4,6.1,6.1,5.6,7.2,5.6,6.1,7.2,7.8,6.7,6.7,7.2,6.1,6.1,7.2,6.667,3.889,8.889,6.111,6.667,5, NA,6.111,7.222,6.111,6.111,7.778, NA, NA,5.556,,,, NA, NA, NA, NA, NA, NA, NA
BON,106,5.6,3.3,5.6,5,6.1,6.7,6.1,7.2,5,5,7.2,4.4,6.1,6.1,5.6,7.2,5.6,6.1, NA,7.8,6.7,6.7,7.8,6.1,6.1,7.2,7.222,3.889,8.889,6.111,7.222,5.556, NA,6.667,7.222,6.111,6.111,7.778, NA, NA,6.111,,,, NA, NA, NA, NA, NA, NA, NA
BON,107,5,3.3,5.6,5,6.1,7.2,6.7,7.2,5.6,5,7.2,4.4,6.1,6.1,6.1,7.2,5.6,6.1,7.8,7.8,7.2,6.7,8.9, NA,6.1,8.3,7.222,3.889,8.889,6.111,6.667,5.556, NA,6.667,7.222,6.111,6.111,7.778, NA, NA,6.111,,,, NA, NA, NA, NA, NA, NA, NA
BON,108,5.6,3.9,5.6,5.6,6.1,7.2,6.7,7.2,5.6,5,7.2,5,6.1,6.7,6.1,7.2,6.1,6.7,7.8,7.8,7.2,6.7,7.8,6.7,6.1,8.3,6.667,4.444,8.889,6.111,7.222,5.556, NA,6.667,7.778,6.111,6.111,7.778, NA, NA,6.111,,,, NA,5.487, NA, NA, NA, NA, NA
BON,109,6.1,3.9,5.6,5.6,6.1,7.2,6.7,6.7,5.6,5,7.2,5,6.1,6.7,6.1,7.2,6.1,6.7,7.8,7.8,7.2,6.7,7.8,6.7,7.2,8.3,7.222,4.444,8.889,6.111,7.778,6.111, NA,7.222,7.778,6.111,6.667,8.333, NA, NA,6.111,,,, NA, NA, NA, NA, NA, NA, NA
BON,110,6.7,4.4,6.1,5.6,6.7,7.2,6.7,6.7,5.6,5,7.2,5,6.7,7.2,6.1,7.2,6.1,6.7,7.8,8.3,7.2,6.7,7.8, NA,7.2,7.8,7.222,4.444,8.889,6.111,7.778,6.111, NA,7.222,7.778,6.111,6.667,8.333, NA, NA,7.222,,,, NA,5.431, NA, NA, NA, NA, NA
BON,111,6.7,4.4,6.1,5.6,6.7,7.8,6.7,6.7,6.1,5,7.2,5.6,6.7,7.2,6.7,7.2,6.1,6.7,7.8,8.3,7.8,6.7,8.3,6.7,7.8,7.8,7.222,5,8.889,5.556,7.778,6.667, NA,7.222,8.333,6.111,7.222,8.333, NA, NA,7.222,,,, NA, NA, NA, NA, NA, NA, NA
BON,112,7.2,4.4,6.7,6.1,6.7,7.8,6.7,6.7,5.6,5.6,7.2,5.6,6.7,7.2,6.7,7.8,6.1,6.7,7.2,8.3,7.8,6.7,8.3,7.2,7.2,7.8,7.222,6.111,8.889,6.111,7.778,6.667, NA,7.222,7.778,6.111,7.778,8.333, NA, NA,7.222,,,, NA, NA, NA, NA, NA, NA, NA
BON,113,7.2,5,6.7,6.1,6.7,7.8,6.7,6.1,5.6,5.6,7.2,6.1,6.7,7.8,6.7,7.8,6.7,6.7,7.2,8.9,7.8,7.2,8.3,7.2,7.2,7.8,7.778,5.556,8.889,6.111,7.222,6.667, NA,7.778,7.778,6.111,7.222,8.333, NA, NA,6.111,,,, NA, NA, NA, NA, NA,4.4, NA
BON,114,7.2,5,6.7,7.2,6.7,8.3,6.7,6.7,5.6,6.1, NA,6.1,6.7,7.8,6.7,7.8,6.7,6.7,7.8,8.9,7.8,7.2, NA,7.2,7.8,7.8,7.222,4.444,9.444,6.111,7.778,6.667, NA,7.778,7.778,6.111,7.778,8.333, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,115,7.2,5.6,6.7,7.2,6.7,8.3,6.7,6.7,6.1,6.1,7.8,6.1,6.7,7.8,6.7,7.8,7.2,6.7,7.8,8.9,7.8,7.8,8.9, NA,7.8,7.8,7.222,5.556,9.444,6.111,7.778,6.667, NA,8.333,7.778,6.111,7.778,8.889, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,116,6.7,5.6,6.7,7.2,6.7,8.3,6.7,6.7,6.1,5.6,8.3,6.1,6.7,7.8,6.7,7.8,7.2,6.7,8.3,8.9,7.8,7.8,8.9,7.8,7.8,7.8,7.778,6.111,9.444,6.111,7.778,6.667, NA,7.778,7.778,6.667,7.778,8.333, NA, NA,7.778,,,, NA, NA,6.871, NA, NA, NA, NA
BON,117,6.7,5.6,6.7,6.7,7.2,8.3,6.7,6.7,6.7,5.6,8.3,6.7,6.7,7.8,7.2,7.8,7.2,6.7,8.3,9.4,7.8,7.8,8.9, NA,7.8,7.8,7.778,6.667,9.444,6.667,7.778,7.778, NA,8.333,8.333,6.667,7.778,8.333, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,118, NA,5.6,6.7,6.7,7.8,8.3, NA,7.2,6.7,5.6,8.3,6.7,6.7,7.8,7.2,7.8,7.2,7.2,8.3,8.9,7.8,7.8, NA,7.8,7.8,7.8,7.778,7.222,9.444,6.667,7.778,7.778, NA,7.778,8.889,6.667,8.333,8.333, NA, NA,7.778,,,, NA, NA,7.4, NA,6.939, NA, NA
BON,119,6.7,5.6,6.7,6.7,7.8,8.9, NA,7.2,6.7,5.6,8.3,6.7,6.7,8.3,7.2,7.8,7.8,7.2,8.3,8.9,8.3,7.8, NA,8.9,7.8,8.9,7.778,8.056,10,7.222,7.778,7.778, NA,8.333,8.889,6.667,8.333,8.333, NA, NA,7.778,,,, NA, NA,7.547, NA, NA, NA, NA
BON,120,6.7,5.6,7.2,6.7,7.8,8.9,7.2,7.8,6.7,6.1,7.8,6.7,6.7,8.3,7.2,7.8,7.8,7.8,8.3,9.4,8.3,8.3, NA,8.9,7.8,8.3,8.889,8.333,10,7.222,7.778,7.778, NA,8.333,8.889,6.667,8.333,8.333, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,121, NA,6.1,7.2,6.7,7.8,9.4,7.2,8.3,6.1,6.7,8.3,6.7,6.7,8.3,7.8,7.8,7.8,7.8,8.3,9.4,8.3,8.3, NA,8.9, NA,8.3,8.889,7.778,10,7.222,7.778,7.778, NA,8.333,8.889,6.667,8.333,8.333, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,122,6.7,6.7,7.2,7.2,7.8,9.4,6.7,8.3,6.7,6.7,8.3,6.7,6.7,7.8,8.3,7.8,7.8,7.8,8.9,9.4,8.3,8.3,8.9,9.4,7.8, NA,8.689,7.09,10,7.778,7.8,7.778, NA,12.778,8.889,7.778,8.333,8.889, NA, NA,8.333,,,, NA, NA, NA, NA, NA, NA, NA
BON,123,7.2,6.7,7.2,6.7,8.9,9.4,6.7,8.3,6.7,6.7,8.3,6.7,7.2,7.8,8.3, NA,7.8,7.8,8.9,9.4,7.8,8.3,8.9,8.9,8.3,8.3,8.856,7.175,10,7.222,7.778,7.778, NA,8.889,8.889,7.778,8.889,8.889, NA, NA,7.222,,,, NA, NA, NA, NA, NA, NA, NA
BON,124,7.2,7.2,7.2,7.2,8.3,9.4,7.2,8.3,6.7,7.2,8.3,6.7,7.2, NA,8.3, NA,7.8,7.8,8.9,9.4,8.9,8.3,8.9,8.3,7.8,8.9,8.891,7.371,11.111,8.333,8.333,7.267, NA,8.889,8.767,7.778,8.889,8.889, NA, NA,7.222,,,, NA, NA, NA,7.833,7, NA, NA
BON,125,7.2,7.2,7.2,7.2,8.9,9.4,7.2,8.9,7.2,7.2,7.8,7.2,7.2,7.8,8.3, NA,8.3,7.8,10.6,9.4,9.4,8.3,8.9,7.8,7.8,8.9,8.769,7.613,11.111,8.889,8.9,7.367, NA,8.889,8.75,7.778,8.889,9.444, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,126,7.2,7.8,7.2,7.2,8.9,9.4,7.2,8.9,7.2,7.8,7.8,7.2,7.2,8.3,8.3, NA,8.3,7.8,10.6,10,9.4, NA,8.9,7.8,8.3,9.4,8.75,7.763,11.111,8.889,9.444,7.65, NA,8.889,8.867,7.778,8.889,8.889, NA, NA,7.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,127,7.8,7.8,7.2,7.2,8.9,9.4,7.2,8.9,7.2,7.8,7.8,7.8,7.2,8.3,8.9,8.3,8.3,7.8,10.6,9.4,9.4,8.3, NA,7.8,7.8,9.4,8.767,7.929,10.556,8.333,9.444,7.917, NA,9.444,9.029,7.778,8.889,9.444, NA, NA,8.333,,,, NA, NA, NA, NA, NA,7.367, NA
BON,128,7.8,7.8,7.8,7.8,8.9,9.4,7.2,8.9,7.2,8.3,7.8,7.8,7.2,8.3,8.9,8.9,8.9,7.8,10.6,10,9.4,8.3,10,7.8,8.3,9.4,8.828,8.209,10.556,8.333,9.444,8.417, NA,9.444,9.067,8.333,8.889,8.889, NA, NA,8.333,,,, NA, NA, NA, NA, NA, NA,8.333
BON,129,7.8,7.8,7.8,7.8,9.4,9.4,7.2,8.9,7.2,7.8,8.3,7.8,7.2,8.3,8.9,8.9,8.9,7.8,10.6,9.4,9.4,8.3,9.4,8.3,8.3,9.4,8.912,8.512,10.556,8.333,9.444,8.767, NA,9.444,9.25,8.889,8.889,9.444, NA, NA,8.889,,,, NA,7.2, NA, NA, NA, NA, NA
BON,130,8.3,7.8,7.8,8.3,10,9.4,7.8,9.4,7.2,7.8,8.3,7.8,7.2,8.3,8.9,8.3,9.4,7.8,11.1,9.4,10,8.3,9.4,8.9,8.9,9.4,9.069,8.667,10.556,8.333,9.444,9.444, NA,9.444,9.3,8.889,8.889,9.444, NA, NA,8.889,,,, NA, NA,8.467, NA,8, NA, NA
BON,131,8.3,8.3, NA,8.3,10.6,10,8.9,9.4,7.2,8.3,8.3,8.3,7.2,8.9,8.9,8.3,9.4,7.8,11.7,10,10,8.3,10,8.9,8.9,9.4,9.233,8.842,10.556,8.333,9.444,8.917, NA,10,9.3,8.889,9.444,9.444,7.778, NA,9.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,132,8.9,8.3,7.8,8.3,10.6,10,8.9,10,7.8,8.3,8.3,8.3,7.8,8.9,8.9,8.3,9.4,8.3,11.7,10,10.6,8.3,10,8.9,9.4,10,9.767,8.813,10.556,8.333,10,9.217, NA,10,9.383,9.444,8.889,9.444,8.333, NA,9.444,,,, NA, NA, NA, NA,8.26, NA, NA
BON,133,8.9,8.3,8.3,8.3,10.6, NA,8.9,9.4,7.8,8.3,8.9,8.3,7.8,8.9,8.9,8.9,9.4,8.3,11.7,10,11.1,8.3,10,8.9, NA,10,9.973,9,11.111,8.889,10,9.45, NA,10,9.417,9.444,9.444,9.444,8.333, NA,8.889,,,,8.133, NA, NA, NA, NA, NA, NA
BON,134,8.9,8.9,8.3,8.3,10.6,10,9.4,9.4,7.8,8.3, NA,8.3,8.3,8.9,9.4,8.9,9.4,8.9,11.7,10,11.1,8.9,10,8.9,8.9,10,10.017,9.133,11.111,8.889,10,9.683, NA,9.444,9.557,10,9.444,9.444,7.778, NA,9.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,135,8.9,8.9,8.3,8.3,10.6,10,9.4,9.4,7.8,7.8,8.9,8.3,8.3,8.9,8.9,8.9,10,8.9,11.7,10,11.1,9.4,10,8.9,9.4,10,10,9.25,11.111,8.889,10.556,9.833, NA,10,9.65,10,9.444,10,8.333, NA,9.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,136,8.9,8.9,8.3,8.3,10.6,10,10,9.4,8.9,7.8,8.9,8.3,8.3,8.9,9.4,9.4,9.4,8.9,12.2,9.4,11.1,9.4,10,8.9,9.4,9.4,10.354,9.512,11.111,9.444,10.556,10.017, NA,10,9.817,10.556,10,10,8.333, NA,9.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,137,9.4,8.9,8.3,8.9,10.6,10,10,9.4,8.9,7.8,9.4,8.3,8.3,9.4,8.9,9.4,9.4,9.4,12.2,9.4, NA,9.4,10,8.9,10,10.6,10.507,9.725,11.246,8.8,11,10.15, NA,10.556,9.95,10.556,10,10,8.333, NA,9.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,138,10,8.9,8.3,8.9,10.6,10,10,9.4,8.9,7.8,9.4,8.9,8.9,9.4,9.4,9.4,9.4,8.9, NA,10,11.1,9.4,10,10,10.6,10.6,10.691,9.779,11.358,8.783,11.26,11.111, NA,11.111,9.883,11.111,10,10,8.333, NA,10,,,, NA, NA, NA,9.4, NA, NA, NA
BON,139,10,9.4,8.3,8.9,11.1,10,10,9.4,8.9,7.8,10,9.4,8.3,9.4,9.4,9.4,10,8.9,12.8,10,11.1,9.4,10.6,10,10,10.6,11.355,9.817,11.296,9,11.3,11.111, NA,10.556,9.85,11.111,10,10,8.333, NA,10,,,, NA, NA, NA, NA, NA, NA, NA
BON,140,10,10,8.3,8.9,11.1,10,10,9.4,8.3,7.8,10,10,8.3,9.4,9.4,10,10,8.9,12.8,10.6,11.7,10,10.6,9.4,10,10.6,11.912,9.811,11.383,9.2,11.34,11.111, NA,10.556,9.95,10.556,10,11.111,8.333, NA,10,,,, NA, NA, NA, NA, NA, NA, NA
BON,141,10,10.6,8.3,8.9,11.7,10.6,10,9.4,8.3,8.3,10,10,8.3,10,9.4,10,10,8.9,12.2,10.6,11.7,10,11.1,9.4,10,10.6,12.081,10.011,11.525,9.38,11.2,11.125,10.4,10.556,10.133,10.556,10,11.111,8.333, NA,10.556,,,, NA, NA, NA, NA, NA,8.8, NA
BON,142,10,10.6,8.3,8.9,11.7,11.1,10,9.4,8.9,8.3,10.6,10,8.9,10,9.4,10,10,9.4,12.2,10.6,11.7,10,11.1,10,10.6,10.6,12.105,10.268,11.458,9.55,11.345,11.15, NA,10.556,10.35,10.556,10,11.111,8.333, NA,10.556,,,, NA, NA, NA, NA, NA, NA,9.1
BON,143,10,10.6,8.3,9.4,11.7,11.1,10,9.4,8.9,8.3,10,10,8.9,10,10,10.6,10.6,9.4,12.8,10.6,12.2,10,11.1, NA,10.6,11.1,11.814,10.459,11.508,9.817,11.6,11.217,10.6,11.111,10.5,10.556,10.556,11.111,10, NA,10.556,,,, NA,8.8, NA, NA, NA, NA, NA
BON,144, NA,10.6,9.4,9.4,11.7,11.1,10,10,10,8.3,10,10,8.9,10.6,10,11.1,10,9.4,12.8,10.6,12.2,10,11.7,10.6,10.6,11.1,11.761,10.538,11.562,9.833,11.686,11.267,10.586,11.55,10.2,11.111,10.556,11.111,10, NA,10.556,,,, NA, NA,10.033, NA,8.933, NA, NA
BON,145,10.6,10.6,10,9.4,11.7,11.1,10,10.6,10,8.3,10.6,10,8.9,10.6,10,11.1,10.6,10,12.8,10.6,12.2,11.1,11.7,11.1,10.6,11.1,11.972,10.719,11.629,9.7,11.688,11.6,10.633,11.617,9.983,10.556,10.556,11.111,10, NA,10.556,,,, NA, NA, NA, NA,8.925, NA, NA
BON,146,11.1,11.1,10,10,11.7,11.1,10,10,10,8.9,10.6,10,8.9,10,10,11.1,10.6,10,10,10.6,11.7,11.1,11.7, NA,10,11.1,12.09,10.708,11.846,9.78,12.35,11.65,10.817,11.617,10,11.111,10,11.667,10, NA,11.111,,,, NA, NA, NA, NA,9,9.2, NA
BON,147,11.1,11.1,10,10,11.7,11.1,10,10.6,10,8.9,10.6,10,8.9,10.6,10.6,11.1,10.6,9.4,8.9,11.1,11.7, NA,11.7,11.1, NA,11.1,12.475,10.725,12.179,9.95,12.443,11.683,11.183,11.6,10.283,10.556,10,11.667,10.556, NA,11.111,,,,9, NA, NA, NA,9.75,9.55, NA
BON,148,11.7,11.1,10.6,10,11.7,11.1,10,10.6,10,9.4,11.1,10,9.4,11.1,10,11.1,10.6,9.4,8.9,12.2,11.7,11.7,11.7,11.1,10.6,11.1,12.694,11.071,12.412,10,12.356,11.733,11.483,11.817,10.45,10,10,11.667,10.556, NA,11.111,,,, NA, NA, NA, NA,9.5,9.767, NA
BON,149,11.7,11.1,10.6,10,11.7,11.1,10,11.1,10.6,8.9, NA, NA,9.4,10,10.6,11.7,11.1,10,8.9,12.8,11.7,11.1,12.2,11.7,10.6,11.1,12.844,11.261,12.817,10.1,11.856,11.733,11.633,12.083,10.433,11.111,10,11.667,11.111, NA,12.222,,,, NA, NA, NA, NA,9.8, NA, NA
BON,150,12.2,11.1,10.6,10.6,11.7,11.7,10,11.1,10.6,8.9,11.7,10,10,11.1,11.1,11.7,11.1,10,8.9,12.2,11.7,11.1,12.8,11.1,10.6,11.7,13.047,11.405,13.117,10.167,11.867,11.683,11.633,12.467,10.467,10.556,10.556,11.667,10.556, NA,12.222,,,, NA, NA, NA, NA, NA,9.9, NA
BON,151,12.2,11.7,10.6,10.6,11.7,12.2,10,11.1,11.1,9.4,11.7,10.6,10,11.7,11.1,11.7,11.1,10,8.9,12.8,11.7,12.2,13.3,11.7,11.1,11.7,13.387,11.741,13.096,10.333,11.971,11.886,11.633,12.783,10.283,11.111,10.556,11.667,11.111, NA,12.778,,,, NA, NA, NA, NA, NA,10.5, NA
BON,152,12.2,12.2,10.6,10.6,12.2,12.2,10.6,11.1,11.1,10,11.1,10.6,10,11.7,11.1,11.7,11.1,10,8.9,12.2,11.7,11.7,13.3,11.1,11.1,12.2,13.393,11.967,12.983,10.567,12.238,12.133,11.617,12.517,10.283,11.111,10.556,11.667,10.556,11.667,13.333,,,, NA, NA, NA,11.2,10.25, NA, NA
BON,153,12.2,11.7,11.1,10.6,12.2,12.8,10.6,11.1,11.1,10,11.1,10.6,10.6,11.7,11.1,12.2,11.7,10,9.4,12.2,11.7,11.7,13.3,11.1,11.1,12.2,13.805,11.781,13.275,10.74,12.5,12.25,11.5,12.414,10.45,11.667,11.111,11.667,10.556,11.667,12.778,,,, NA, NA, NA, NA, NA, NA, NA
BON,154,12.2,11.7,11.1,10.6,12.2,12.8,10.6,11.1,11.7,9.4,11.1,10.6,10.6,11.7,11.7,12.2,11.7,10,9.4,12.8,12.2,11.7,13.9,11.1,11.1,12.2,13.685,11.901,13.521,10.783,12.733,12.35,11.483,12.55,10.783,11.111,10.556,11.667,11.111,11.667,13.889,,,, NA, NA, NA, NA, NA,10.867, NA
BON,155,12.2,11.7,11.7,11.1,13.3,12.8,10,11.1,11.1,10.6,11.1,10.6,10.6,11.7,12.2,12.8,12.2,10.6,9.4,12.8,11.7,11.7,14.4,11.1,11.1,12.2,14.25,11.926,13.775,11.033,12.9,12.567,11.55,13.1,10.933,11.667,11.111,11.667,11.111,11.667,13.889,,,, NA, NA, NA, NA,12.25,11.067, NA
BON,156,12.2,11.7,11.7,11.7,13.3,12.8,10.6,12.2,11.1,10.6,11.7,10.6,10.6,11.7,12.2,13.3,12.2,10,9.4,13.3,11.7,11.7,14.4,11.1,11.1,12.8,13.9,12.143,14.062,11.15,12.778,12.6,11.85,13.633,11.017,11.111,11.111,12.222,11.667,13.333,13.889,,,, NA, NA, NA, NA, NA, NA,10.867
BON,157,12.8,12.2,12.2,11.7,13.3,13.3,10.6,12.2,10.6,10.6,11.1,10.6,10.6,11.7,12.2,13.3,12.2,10,9.4,13.3,12.2,11.7,14.4,11.1, NA,12.8,14.296,12.23,14.35,11.317,12.336,12.833,12.1,14.1,10.817,11.667,11.111,12.222,11.667,12.778,13.889,,,, NA,10.3, NA, NA, NA, NA, NA
BON,158,12.8,12.8,12.2,11.7,13.3,13.3,10.6,12.2,11.1,10.6,11.1,10.6,11.1,12.2,12.2,13.3,12.2,10,10,13.9,12.2,12.2,14.4,11.7,11.1,12.2,14.637,12.208,14.496,11.433,12.19,13.15,12.217,14.367,10.833,11.111,11.111,12.222,12.222,12.778,14.444,,,, NA, NA,11.6, NA, NA, NA, NA
BON,159,12.2,12.8,12.8,11.7,13.9,13.3,11.1,12.8,11.1,10.6,11.7,10.6,10.6,12.2,12.2,13.3,12.2,10.6,10,13.9,12.8,12.2,14.4,11.7,11.7,12.8,15.075,12.168,14.365,11.267,11.9,13.5,12.517,14.517,11.133,11.667,11.667,12.222,11.667,12.778,14.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,160,12.8, NA,12.8,12.2,13.9, NA,11.7,13.3,11.1,10.6,11.7,11.1,11.1,13.3,12.2,13.9,12.2,10.6,10, NA,12.8,12.2,15,11.7,11.7,12.8,15.583,12.212,14.183,11.25,12.422,13.45,12.617,14.683,11.267,11.667,11.667,12.222,11.111,13.333,13.889,,,, NA, NA, NA, NA,12.28, NA, NA
BON,161,12.8,12.8,12.8,12.2,13.9,13.3,11.7,13.3,11.1,10.6,11.7,11.1,11.7,12.8,12.2,13.9,12.8,10.6,10,13.3,12.8,11.7,15, NA,11.7,13.3,15.117,12.433,13.983,11.517,12.657,13.167,12.85,14.783,11.167,11.667,11.667,12.222,11.667,13.333,13.889,,,,12.4, NA, NA, NA, NA, NA, NA
BON,162,12.8,12.8,12.8,12.2,13.9,13.9,11.7,13.9, NA,11.1,12.2,11.7,11.7,12.8,12.8,13.9,12.8,10.6,11.7,13.3,12.8,11.7,14.4,12.2,11.7,13.3,16.379,12.604,13.874,11.567,12.725,13.133,13.317,14.85,11.067,11.667,11.667,12.222,11.667,13.333,13.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,163,12.8,13.3,12.8,12.2,14.4, NA,12.2,13.9,11.1,11.1,12.2,11.7,11.7,12.8,12.8,13.9,12.8,10.6,11.7,13.9,13.3,11.7,14.4,12.2,11.7,13.3,17.392,12.8,14.162,11.633,12.64,13.157,13.617,14.917,11.283,11.667,11.667,12.222,11.667,13.333,13.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,164,12.8,13.3,12.8,12.2,15,13.9,12.2,13.9,12.2,11.1,12.2,11.7,11.7,12.8,12.8,13.9,12.8,11.1,11.7,14.4,12.8, NA,13.9,12.8,11.7,13.3,17.393,12.875,14.504,11.65,12.522,13.3,13.65,14.917,11.617,12.222,11.667,12.778,11.667,13.333,13.889,,,, NA,11.616, NA, NA, NA, NA, NA
BON,165,12.8,13.3,12.2,12.2,15,13.9,12.8,14.4,12.2,11.1,12.8,11.1,11.7,12.8,12.8, NA,13.3,11.1,11.7,14.4,13.3,11.7,13.9,13.3,11.7,13.3,17.606,13.025,14.808,11.767,12.4,13.45,13.733,14.983,11.667,12.222,12.222,12.778,12.222,13.333,13.889,,,, NA,12.096, NA, NA, NA, NA, NA
BON,166,12.8,13.3,12.8,12.2,15,14.4,12.8,14.4,12.2,11.7,12.8,11.7,11.7,13.3,13.3,14.4,13.3,11.1,12.2,13.9,13.3,11.7,13.9,13.3,12.2,13.3,16.547,13.433,14.9,11.9,12.59,13.5,13.833,15.033,11.783,12.778,11.667,12.778,12.222,12.778,13.889,,,, NA, NA, NA,14.667, NA, NA, NA
BON,167,12.8,13.3,13.3,12.2,15,13.9,13.3,14.4,13.3,11.7,12.8,12.2,12.8,13.3,13.3,14.4,12.8,11.1,12.2,13.9,13.9,11.7,13.9,13.3,11.7,13.3,17.361,13.621,14.848,12.05,12.713,13.633,13.867,15.033,11.917,12.778,11.667,12.778,12.778,12.778,13.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,168,12.8,13.3,13.3,11.7,14.4,14.4,13.3,14.4,13.3,11.7,13.3,12.2,12.8,13.9,13.9,14.4,12.8,11.1,12.2,13.9,13.3,12.2, NA,13.3,12.8,13.3,17.748,13.875,14.942,12.017,12.729,13.75,14.067,14.95,12.3,12.778,12.222,12.778,12.778,12.778,13.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,169,12.8,13.3,13.3,11.7,15,14.4,13.3,14.4,12.8,12.2,13.3,12.2,12.8,13.9,13.9,14.4,13.3,11.1,12.2,13.9, NA,12.2,13.3,13.9,12.8,13.9,17.793,14.039,15.17,11.817,12.683,13.467,14.183,14.65,12.683,13.889,12.222,12.778,12.778,13.889,13.889,,,, NA, NA, NA, NA, NA,11.933, NA
BON,170,12.8,13.9,13.3,11.7,15,15,13.3,13.9,13.3,12.8,13.3,12.8,12.8,13.9,14.4,14.4,13.3,11.1,12.8,13.9,13.3,12.2,13.3,14.4,12.8,13.3,17.775,14.037,15.518,12.05,12.88,13.433,14.267,14.543,12.983,13.889,12.778,15,13.889,13.889,14.444,,,, NA, NA, NA, NA, NA, NA,12.633
BON,171,12.8,13.9,13.3,11.7,15.6,15,13.3,14.4,13.3,12.2,13.3,12.8,12.8,14.4,14.4,14.4,13.3,11.1,12.2,13.9,13.9,12.8,13.3,14.4,13.3,13.3,17.729,14.15,15.419,12.4,13.033,13.683,14.65,14.533,13.05,14.444,12.778,12.778,13.333,13.889,14.444,,,, NA,12.2, NA, NA, NA, NA, NA
BON,172,12.8,13.9, NA,11.7,15,15.6,13.9,14.4,13.9,12.2,13.3,12.8,12.8,14.4,15,14.4,13.3,11.1,12.8,14.4,14.4,12.8,13.9,14.4,13.3,13.9,17.845,14.091,15.283,12.733,13.162,13.767,14.817,14.5,13,14.444,12.778,14.444,13.889,13.889,14.444,,,, NA, NA,11.633, NA, NA, NA, NA
