dam,day_of_year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
JDA,177,,,,,,,,,,,, NA, NA, NA,,,15,14.4,13.3,15.6, NA,13.3,13.3,12.8,12.2,13.9,15.556,14.444,14.444,12.778,12.778,12.778,13.617,14.683,13.833,15.483,11.5,13.556, NA,,11.611,7.135, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,178,,,,,,,,,,,, NA, NA, NA,,,15,13.9,13.9,16.1,15,13.9, NA,12.8,12.2,13.3,15.556,15.556,15,12.778,12.778,12.778,14.367,14.583,14.05,15.517,11.722,13.389, NA,,11.556,7.119, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,179,,,,,,,,,,,, NA, NA, NA,,,14.4,13.9,13.9,-15.6,14.4,14.4,13.3,13.3,12.8,13.9,16.667,14.444,15,12.778,13.333,12.778,14.533,14.5,14.5,15.617,11.778,13.778, NA,,11.444,7.21, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,180,,,,,,,,,,,, NA, NA, NA,,,14.4,13.9,13.9,15.6,15,15,13.3,12.8,13.3,16.1,15.556,14.444,15,12.222,13.333,13,14.45,14.514,15.843,15.433,12.167,14, NA,,11.444,7.298, NA,, NA, NA, NA,16.55, NA, NA, NA
JDA,181,,,,,,,,,,,, NA, NA, NA,,,14.4,15.6,13.9,16.7,15,15,13.3,13.3,13.3,14.4,15.556,10.556,15,12.222,13.333,12.778,14.5,14.525,16.7,15.5,12.833,14.222, NA,,11.5,12.137, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,182,,,,,,,,,,,, NA, NA, NA,,,14.4, NA,13.3,16.1,15,15,12.8,13.9,13.3,15,15.556,14.444,15.278,12.222,13.333,14.444,14.467,14.271,17.043,15.8,13,14.444, NA,,11.778,14.842, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,183,,,,,,,,,,,, NA, NA, NA,,,15,13.9,14.4,17.2,14.4,15,12.8,13.3,13.3,15,14.444,13.333,15.556,12.222,12.778,14.444,14.567,14.217,16.767,15.483,14.889,14.389, NA,,12,15.017, NA,, NA, NA, NA, NA, NA,13.233, NA
JDA,184,,,,,,,,,,,, NA, NA,16.7,,,14.4,14.4,14.4,13.9,14.4,15,14.4,11.1,15,15,15.556,14.444,16.111,11.111,13.333,13.889,14.667,15.183,16.871,15.4,14.611,14.389, NA,,12.111,15.192, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,185,,,,,,,,,,,, NA, NA,16.7,,,15.6,15,15,16.1,16.1,14.4,13.9,13.9,13.3,15.6,13.889,15,16.111,12.778,13.333,13.889,14.6,15.583,16.575,15.717,14.5,14.056,11.908,,12.5,15.079, NA,, NA,14.7, NA, NA, NA, NA,14.533
JDA,186,,,,,,,,,,,, NA, NA,16.1,,,16.1,15.6,14.4,16.1,15,13.9,14.4,13.9,13.9,15.6,15.556,16.111,16.667,12.778,13.333,13.889,14.467,15.4,16.7,15.571,14.611,13.944,11.854,,12.444,15.012, NA,, NA, NA,14, NA, NA, NA, NA
JDA,187,,,,,,,,,,,, NA, NA,15.6,,,15.6,15,14.4,16.1,15.6,14.4,14.4,13.3,15,15,15.556,15.556,17.222,13.333,13.333,15,14.371,14.586,16.867,15.3,14.778,13.611,11.904,,12.278,15.022, NA,, NA, NA, NA, NA,14.8, NA, NA
JDA,188,,,,,,,,,,,, NA, NA,16.1,,,15.6,15,14.4,16.1,15,13.9,16.1,13.9,13.3,15,15.556,14.444,16.667,13.333,13.333,14.444,14.386,16.071,16.786,16.017,15,13.611,12.179,,12.167,15.146, NA,, NA, NA, NA, NA,14.6, NA, NA
JDA,189,,,,,,,,,,,, NA, NA,15.6,,,13.9,17.2,14.4,16.7,15.6,13.3,16.1,13.9,15.6,14.4,14.444,13.889,17.222,13.333,13.333,13.889,14.233,16.286,16.5,16,13.111,13.778,12.188,,12.111,15.304,16,,13.4, NA, NA, NA, NA, NA, NA
JDA,190,,,,,,,,,,,, NA, NA,16.1,,,16.1,17.2,15,16.7,16.1,13.3,15.6,13.3,15.6,14.4,14.444,13.333,17.222,13.333,13.889,16.667,14.357,15.75,16.3,15.867,13.167,14.278,13.66,,12.111,15.554, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,191,,,,,,,,,,,, NA, NA,16.1,,,15.6,16.1,14.4,16.7, NA,13.3,16.1,13.9,14.4,14.4,15.556,15.556,17.222,13.333,13.333,15.833,14.7,15.883,16.529,16.9,13.167,14.167,11.6,,12.167,15.662, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,192,,,,,,,,,,,, NA, NA,15.6,,,15.6,16.1,14.4,16.1, NA,13.3,16.7,14.4,15.6,14.4,15.556,15,17.222,13.889,14.444,16.111,14.317,16.233,16.983,16.55,13.389,14.111,11.9,,12.5,15.812, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,193,,,,,,,,,,,, NA, NA,15.6,,,15.6,16.1,13.9,17.8,16.1,13.9,17.2,14.4,16.1,14.4,15.556,15,17.222,13.889,13.333,16.111,14.5,17.262,16.817,16.871,13.5,14.111,12.5,,12.889,16.021, NA,, NA, NA, NA, NA, NA,11.91, NA
JDA,194,,,,,,,,,,,, NA, NA,15.6,,,15.6,16.1,13.9,16.7, NA,14.4,17.2,13.9,16.1,14.4,15.556,15.556,17.778,13.889,14.444,16.111,14.433,16.967,17.143,16.567,13.722,14.056,12.4,,13.222,16.167, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,195,,,,,,,,,,,, NA, NA,16.1,,,15.6,15.6,13.9,16.7,15.6,14.4,16.7,13.9,15.6,14.4,15.556,15.556,17.222,13.889,13.333,16.111,15.443,17.062,17.267,16.683,13.889,14.056,13,,13.222,16.258, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,196,,,,,,,,,,,, NA, NA,15.6,,,15,15.6,14.4,16.7,15.6,14.4,16.7,13.9,15.6,14.4,15.556,16.111,18.333,13.889,14.444,16.667,17.743,17.157,17.3,16.8,11.111,14.111,13.3,,13.444,16.187, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,197,,,,,,,,,,,, NA, NA,16.1,,,15,15.6,14.4,17.2,15.6,14.4,16.7,13.9,15,14.4,15.556,15.556,17.222,13.889,13.889,16.667,17.014,17.014,17.475,16.85,12.222,14.389,13.6,,13, NA, NA,, NA, NA, NA, NA, NA,14.233, NA
JDA,198,,,,,,,,,,,, NA, NA,16.1,,,15,17.2,15,17.2,17.8,14.4,16.7,14.4,15,14.4,15.556,16.111,17.222,13.889,13.889,16.111,16.033,17.033,17.55,18.017,16.111,14.389,13.8,,12.944, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,199,,,,,,,,,,,, NA, NA,15.6,,,15,17.8,15.6,16.1,16.7,14.4,16.7,14.4,15,14.4,15.556,16.111,17.222,13.889,14.444,16.667,16.083,17.229,17.633,18.4,14.444,14.833,13.8,,13.333, NA, NA,, NA,15.15, NA, NA, NA,13.975, NA
JDA,200,,,,,,,,,,,, NA, NA,16.1,,,16.1,17.2,15.6,16.1,16.7,15.6,16.7,15.6,15,14.4,15.556,16.667,17.222,13.889,13.889,16.667,16.543,17.283,17.417,18.667,11.667,14.722,13.8,,13.278, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,201,,,,,,,,,,,, NA, NA,16.7,,,16.1,17.2,15.6,17.2,16.7,16.1,17.2,15,15,13.9,15.556,16.111,18.333,13.889,14.444,16.667,16.983,17.529,17.471,18.25,12.056,14.778,14.4,,13.556, NA, NA,, NA, NA,16.1, NA, NA, NA, NA
JDA,202,,,,,,,,,,,, NA, NA,16.7,,,17.8,17.2,15.6,17.2,16.1,16.1,17.8,15,15,13.9,15.556,16.667,21.111,13.889,15,16.111,16.938,17.6,17.58,18.25,10.556,14.833,14.7,,15.389, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,203,,,,,,,,,,,, NA, NA,16.1,,,19.4,17.2,15.6,18.3, NA,16.1,17.2,14.4,15,13.9,15.556,16.667,17.778,13.889,15.556,16.667,17.283,17.371,17.52,18.733,15,14.833,14.8,,14.944, NA, NA,,15.8, NA, NA, NA, NA, NA, NA
JDA,204,,,,,,,,,,,, NA, NA,16.1,,,19.4,16.7,16.1,17.8,17.8,15,16.7,14.4,15,13.9,15.556,17.222,20.556,13.889,16.111,16.667,17.65,17.3,17.583,18.817,15,14.944,14.9,,15.167, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,205,,,,,,,,,,,, NA, NA,15.6,,,20,16.7,14.4,16.1,17.8,16.7,17.2,15,15.6,15,15.556,17.222,17.222,13.889,15.556,17.222,17.767,17.557,18.717,18.617,15,14.667,14.6,,15.167, NA, NA,, NA, NA, NA, NA, NA,14.953,16.933
JDA,206,,,,,,,,,,,, NA, NA,16.1,,,17.8,16.7,15,16.1,17.8,15.6,17.8,15,16.1,15,15.556,17.778,17.222,15,16.111,19.444,18.5,18.457,17.863,18.417,15.556,14.5,14.7,,14.944, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,207,,,,,,,,,,,, NA, NA,16.7,,,18.9,16.7,16.1,17.2,17.8,16.7,17.8,15,16.1,15.6,15.556,17.778,18.333,14.444,16.389,18.333,18.683,20.2,18.35,18.467,16.5,14.556,14.7,,14.778, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,208,,,,,,,,,,,, NA, NA,17.8,,,19.4,16.7,15.6,18.3,18.3,16.7,17.8,15.6,16.7,16.1,15.556,18.889,18.333,15,16.111,18.333,18.25,19.714,18.883,19,16.389,15,14.8,,14.689, NA,17,, NA, NA, NA, NA, NA, NA, NA
JDA,209,,,,,,,,,,,, NA, NA,17.8,,,19.4,16.7,16.1,17.8,20,16.7, NA,15.6,16.1,16.7,17.778,18.889,18.333,15,16.944,17.222,18.357,18.186,19.4,18.517,16.556,15.167,14.9,,14.611, NA, NA,, NA, NA, NA,18.4, NA, NA, NA
JDA,210,,,,,,,,,,,, NA, NA,17.8,,,20,17.2,17.2,17.8,18.3,16.1, NA,15.6,16.1,16.7,17.778,17.222,18.333,15,16.944,18.333,18.383,19.3,19.086,18.717,16.611,15.5,15,,14.833, NA, NA,, NA, NA, NA, NA, NA,14.84, NA
JDA,211,,,,,,,,,,,, NA, NA,17.8,,,20,17.2,17.2,17.8,18.9,16.7,18.3,15.6, NA,17.2,17.222,17.222,18.889,15.556,17.222,17.222,18.267,19.667,18.967,18.814,16.722,15.611,15,,14.833, NA, NA,, NA, NA, NA, NA, NA,15.533, NA
JDA,212,,,,,,,,,,,, NA,16.7,17.8,,,19.4,18.3,17.2,16.7,18.3,16.1,18.9,15.6,16.7,17.8,17.222,17.778,17.778,16.111,17.222,18.333,18.433,19.283,19.25,18.683,17.517,15.667,15,,14.833, NA, NA,, NA, NA, NA, NA, NA, NA, NA
MCN,91,3.9,2.2,3.3,3.3,5.6,5,3.3,3.9,4.4, NA,5,3.3,,,,,,,,,,5.6, NA,4.4,3.9,5.6, NA, NA, NA,3.889,5,3.333, NA, NA, NA,3.333,3.889,5,4.444,5.556,3.889,2.778, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,92,3.9,2.2,3.3,3.3,5.6,5,3.3,3.9,4.4, NA,5,3.3,,,,,,,,,,5.6, NA,5,3.9,5, NA, NA, NA, NA,5,3.333, NA, NA, NA,3.333,4.444,5.556,4.444,5.556,3.889,2.778, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,93,3.9,2.2,3.3,3.3,5.6,5,2.8,4.4,4.4, NA,5,3.3,,,,,,,,,,5.6, NA, NA,3.9,5, NA, NA, NA, NA,5,3.333, NA, NA, NA,3.889,4.444,5.556,4.444,5.556,4.444,2.778, NA, NA, NA, NA, NA, NA, NA,3.475, NA
MCN,94,4.4,2.2,3.9,3.9,5.6,5,2.8,4.4,3.9, NA,5,3.3,,,,,,,,,,5.6, NA,5, NA,4.4, NA, NA, NA, NA,5,3.333, NA, NA, NA,3.889,4.444,6.667,4.444,5.556,4.444,3.333, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,95,4.4,2.2,3.9,3.9,5.6,5,3.3,4.4,3.9, NA,5.6,3.9,,,,,,,,,,0, NA,5,3.9,4.4, NA, NA, NA, NA,5,3.333, NA, NA, NA,3.889,4.444,6.667,4.444,5.556,4.444,3.333, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,96,4.4,2.2,3.9,3.9,5.6,5,2.8,4.4,4.4, NA,5.6,3.9,,,,,,,,,, NA,5,5,3.9,4.4, NA, NA, NA,4.444,5,3.333, NA, NA, NA,3.889,4.444,6.667,4.444,5.556,4.444,3.333, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,97,4.4,2.2,4.4,3.9,5.6,5,3.3,5,4.4, NA,5.6,3.9,,,,,,,,,,5.6,5,5,3.9,4.4, NA, NA, NA,4.444,5,3.333, NA, NA, NA,3.889,4.444,6.667,4.444,5.556,4.444,3.333, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,98,5.6,2.2,4.4,3.9,5.6,5,3.3,5,4.4, NA,6.1,3.9,,,,,,,,,,5.6,5.6,5,3.9,4.4, NA, NA, NA,4.444,5,3.333, NA, NA, NA,3.889,5,7.222,4.444,5.556,4.444,3.333, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,99,5.6,3.9,4.4,3.9,6.1,5.6,4.4,5,4.4, NA,6.1,3.9,,,,,,,,,,5.6, NA,5,3.9,4.4, NA, NA, NA,4.444,5,3.333, NA, NA, NA,3.889,5,7.222,4.444,5.556,4.444,3.889, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,100,5.6,2.8,4.4,3.9,6.1,5.6,4.4,5,4.4, NA,6.1,4.4,,,,,,,,,,5.6,5.6,5,3.9, NA, NA, NA, NA,4.444,5,3.333, NA, NA, NA,4.444,5,7.222,4.444,5.556,4.444,3.889, NA, NA, NA, NA, NA, NA, NA,3.375, NA
MCN,101,5.6,2.8,5,4.4,6.1,5.6,4.4,5,4.4, NA,6.1,4.4,,,,,,,,,,5,5.85,5.6,4.4, NA, NA, NA, NA,4.444,5,3.333, NA, NA, NA,4.444,5,6.667,5,5.556,4.444,4.444, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,102,5.6,2.8,5,4.4,6.1,6.1,4.4,5,4.4, NA,6.1,4.4,,,,,,,,,,5.6,5.6, NA,4.4, NA, NA, NA, NA,4.444,5,3.333, NA, NA, NA,4.444,5,6.667,5.556,5.556,4.444,4.444, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,103,5.6,2.8,5,5,5.6,6.1,4.4,5,4.4, NA,6.1,3.9,,,,,,,,,,5.6,5.6,5.6,5, NA, NA, NA, NA,4.444,5,3.889, NA, NA, NA,4.444,5,7.222,5.556,6.111,4.444,4.444, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,104,6.1,2.8, NA, NA,6.1,6.7, NA,5,4.4, NA,6.1,3.9,,,,,,,,,,5.6,5.6,6.1, NA, NA, NA, NA, NA,4.444,5.556,4.444, NA, NA, NA,4.444,5.556,7.222,5.556,6.111,4.444,4.444, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,105,5.6,3.3,5, NA,6.1,6.7,5.6,5.6,4.4, NA,6.1,3.9,,,,,,,,,,5.6,6.7,5.6,5.6,4.4, NA, NA, NA,4.444,5,4.444, NA, NA,6.111,4.444,5.556,7.222,5.556,6.667,5,4.444, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,106,5.6,3.3,5, NA,6.1,7.2,5.6,5.6,4.4, NA,6.1,3.9,,,,,,,,,,5.6,6.7,5.6, NA, NA, NA, NA, NA,5,5.556,4.444, NA, NA,6.667,4.444,5,7.222,6.111,6.667,4.444,5.556, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,107, NA,3.3,5.6, NA,6.1,7.2,5.6,6.1,5, NA,6.1,3.9,,,,,,,,,,6.1,6.7,5.6,5.6,4.4, NA, NA, NA,5,5.556,4.444, NA, NA,6.667,4.444,6.111,7.222,6.111,6.667,4.444,5.556, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,108,5.6,3.9,5.6, NA,6.1,7.2,5.6,6.1,5, NA,6.1,4.4,,,,,,,,,,6.1,6.7, NA,5.6,4.4, NA, NA, NA,5,5.556,4.444, NA, NA,6.667,4.444,5,7.222,6.111,6.667,4.444,5, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,109,5.6,3.9,5.6, NA,6.1,7.2,6.1,6.1,5, NA,6.1,4.4,,,,,,,,,, NA,7.8, NA,6.1,4.4, NA, NA, NA,5,5.556,4.444, NA, NA,6.667,4.444,6.111,7.222,6.111,6.667,5,5, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,110,5.6,3.9,5.6, NA,6.1,7.2,6.1,6.1,5, NA,6.1,4.4,,,,,,,,,,6.1,7.8, NA,6.1,5.55, NA, NA, NA,5,5.556,5, NA, NA,6.667,5,5,7.222,6.111,6.667,5,5.556, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,111,5.6,3.9,5.6, NA,6.1,7.2,6.1,6.1, NA, NA,6.7,5,,,,,,,,,,6.7,7.8,6.7,6.1,6.7, NA, NA, NA,5,5.556,5.556, NA, NA,6.667,5,5,7.222,6.111,6.667,5.556,5.556, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,112,5.6,3.9,6.1, NA,6.7,7.2,5.6,6.1,5, NA,6.7,5,,,,,,,,,,6.7,7.8, NA,6.1,6.7, NA, NA, NA,5,6.667,5.556, NA, NA,7.222,5,6.111,7.222,6.111,6.667,5.556,5.556, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,113,6.1,5,6.1, NA,6.7,7.2,5.6,6.1,5, NA,6.7,5,,,,,,,,,,6.7,7.8, NA,6.1,7.2, NA, NA, NA,5,6.667,5.556, NA, NA,7.222,5,6.667,7.222,6.111,6.667,5.556,6.111, NA, NA, NA, NA, NA, NA, NA,4.833, NA
MCN,114,6.1,5.6,6.1, NA,6.7,7.2,5.6,6.1,5, NA,6.7,5,,,,,,,,,,6.7,7.8,6.7,6.7,7.2, NA, NA, NA,5,6.667,5.556, NA, NA,7.222,5,6.667,7.222,6.111,7.222,5.556,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,115,6.1,6.1,6.1, NA,6.7, NA,6.1,6.1,5, NA,6.7,5.6,,,,,,,,,,6.7,7.8, NA,6.1,7.2, NA, NA, NA,5,6.667,6.111, NA, NA,7.222,5,7.222,7.222,6.111,7.778,6.111,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,116,6.7,6.1,6.1, NA,7.2,7.2, NA, NA,5.6, NA,7.2,5.6,,,,,,,,,,7.8, NA,7.2,6.1,7.2, NA, NA, NA,5,6.667,6.111, NA, NA,7.222,5,7.222,7.222,6.111,7.778,6.111,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,117,6.7,6.1,6.1, NA,7.8,7.2,6.1,6.1,5.6, NA,7.2,5.6,,,,,,,,,,7.8,7.8,7.2,6.1, NA, NA, NA, NA,5.556,6.667,6.111, NA, NA,7.222,5,7.222,7.222,6.111,7.778,6.111,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,118,6.7,6.7,6.1, NA,7.2,7.8,6.1,6.1,5.6, NA,7.2,6.1,,,,,,,,,,7.8, NA,7.2,6.7,7.2, NA, NA, NA,6.111,7.222,6.111, NA, NA,7.222,5.556,7.222,7.222,6.667,7.778,6.667,6.667, NA, NA, NA, NA, NA, NA,6.36, NA, NA
MCN,119,6.7,6.7,6.1, NA,7.8,7.8,6.1,6.1,5.6, NA,7.8,6.1,,,,,,,,,,7.8,7.8,7.2, NA, NA, NA, NA, NA,6.111,7.222,6.111, NA, NA,7.222,5.556,7.222,6.667,6.667,7.778,6.667,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,120,6.7,6.7,6.7, NA,7.8,7.8,6.1,6.1,5.6, NA,7.8,5.6,,,,,,,,,,7.8, NA,7.2, NA, NA, NA, NA, NA,6.111,7.222,6.111, NA, NA,7.222,5.556,7.222,7.778,6.667,7.778,6.667,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,121,7.2,6.7,6.7, NA,7.8,8.3,6.1,7.2,5.6, NA,7.8,5.6,,,,,,,,,,7.8, NA,7.2, NA,7.2, NA, NA, NA,6.111,7.222,6.111, NA, NA,7.222,5.556,7.778,7.778,6.667,7.778,6.667,6.667, NA, NA, NA, NA, NA, NA, NA, NA, NA
MCN,122,7.2,7.2,7.2, NA,7.8,8.3,6.1,7.8,6.1, NA,7.8,6.1,,,,,,,,,,7.8,7.8,7.2,6.1,7.2,8.106,7.222,8.889,6.667,7.222,6.111,6.667,7.222,7.362,5.556,8.333,7.778,6.667,7.778,6.667,6.667,7.778,6.111,5.556,5.556,7.222,6.667,7.222,6.111,7.778
MCN,123,7.2,7.2,7.2, NA,8.3,8.3,6.7,7.8,5.6, NA,7.8,6.1,,,,,,,,,,7.2,8.3,7.2,6.7,7.2,8.383,7.222,8.889,6.667,7.222,6.111,6.667,7.222,7.308,6.083,8.333,8.333,6.667,7.778,6.667,6.667,7.778,6.111,5.556,6.667,7.222,7.222,7.222,6.667,7.778
MCN,124,7.2,7.8,6.7,3.9,8.3,8.3,6.7,7.8,5.6, NA,7.8,6.1,,,,,,,,,,7.2,8.3,7.2,6.7,7.8,7.811,7.222,8.889,6.667,7.222,6.75,6.667,7.222,7.342,6.227,8.333,8.333,6.667,7.778,6.667,6.667,7.778,6.111,5.556,6.667,7.778,7.222,7.222,6.667,7.778
MCN,125,7.2,7.8,6.7, NA,8.9,8.3,6.7,8.3,6.1, NA,7.8,6.1,,,,,,,,,,7.2,8.3,7.2,6.7,8.3,7.812,7.222,8.889,6.667,7.222,6.9,6.667,8.333,7.617,6.625,8.333,8.333,6.667,7.778,6.667,6.667,8.333,6.667,5.556,6.667,7.778,7.222,7.222,6.667,7.778
MCN,126,7.2,8.3,6.7, NA,8.9,8.9,6.7,8.3,6.1,7.2,7.8,6.1,,,,,,,,,,7.2,8.3,7.2,7.5,8.3,8.165,7.222,8.889,6.667,7.222,6.942,7.222,8.333,8.108,7.775,8.333,8.333,6.667,7.778,7.222,6.667,8.333,7.222,5.556,6.667,7.778,7.222,7.222,6.667,7.778
MCN,127,7.8,8.3,6.7, NA,9.4,8.3,7.2,8.9,6.7,6.7,7.8,6.1,,,,,,,,,, NA,8.3,7.2,6.7,8.3,8.182,7.778,9.444,6.667,8.333,7.2,7.778,8.333,8.142,7.709,8.333,8.333,6.667,7.778,7.222,6.667,8.333,8.889,5.556,6.667,7.778,7.222,7.222,6.667,8.333
MCN,128,7.8,8.3,7.2, NA,9.4,8.3,7.2,8.9,6.7,6.7, NA,6.1,,,,,,,,,,8.3,8.3,7.2,6.7,8.3,8.137,7.778,9.444,6.667,8.889,7.592,8.333,8.333,8.514,7.725,8.333,8.333,6.667,7.778,7.222,6.667,8.333,8.889,6.667,6.667,8.889,7.778,7.222,6.667,8.333
MCN,129,8.3,8.9,7.2, NA,9.4,8.3,7.2,8.9,6.7,6.7,7.8,6.7,,,,,,,,,,8.3,8.3,7.8,7.2,8.3,8.068,7.778,9.444,6.667,8.889,8.562,8.333,7.778,8.6,8.52,8.333,8.889,7.222,7.778,7.778,7.222,8.333,8.889,6.667,6.111,7.778,7.778,7.222,7.222,8.333
MCN,130,8.9,8.9,7.2, NA,10,8.3,7.2,8.9,7.2,6.7,7.8,7.2,,,,,,,,,,7.8,8.3,7.8,7.2,8.9,8.213,7.778,9.444,7.222,8.889,8.433,8.333,7.778,8.65,8.656,8.333,8.889,7.222,7.778,7.778,7.222,7.778,8.889,7.222,7.222,8.333,7.778,7.778,7.778,8.333
MCN,131,8.9,6.7,7.2, NA,10,8.9,7.2,8.9,7.2,7.2, NA,7.8,,,,,,,,,,7.8,8.9,7.8,7.2,8.9,8.425,7.778,9.444,7.222,8.889,8.542,8.333,7.778,8.808,8.708,8.333,8.889,7.222,7.778,7.778,7.778,8.333,9.444,7.222,7.222,8.333,7.778,7.778,8.333,8.333
MCN,132,8.9,8.9,7.8, NA,10,8.9,8.9,8.9,7.2,7.2,8.3,8.3,,,,,,,,,,7.8,8.3,7.8,7.2,8.9,9.287,7.778,9.444,7.222,8.889,9.131,8.333,7.778,8.742,8.79,8.333,8.889,7.222,7.778,7.778,7.778,8.333,9.444,7.778,7.778,8.333,8.333,7.778,8.333,8.333
MCN,133,8.9,8.9,7.8, NA,10.6,8.9,8.3,8.9,7.2,7.2,8.9,8.3,,,,,,,,,,7.8,8.85,7.8,7.2,8.9,9.108,7.778,9.444,7.222,8.889,9.342,8.333,9.444,8.75,9.333,8.333,8.889,7.222,7.778,7.778,7.778,8.333,10,8.333,7.778,8.333,8.333,7.778,8.333,8.333
MCN,134,9.4,8.9,7.8, NA,10.6,8.9,8.3,8.3,7.2,7.2,8.9,8.3,,,,,,,,,,7.8,9.4,7.8,7.2,8.9,9.1,7.778,9.444,7.222,8.889,9.375,8.889,9.444,8.569,10.65,8.333,8.889,7.222,7.778,7.778,7.778,8.333,10,8.889,7.778,8.333,8.889,7.778,8.333,8.333
MCN,135,9.4,8.9,8.3, NA,10.6, NA,8.9,8.3,7.8,7.2,8.3,8.3,,,,,,,,,,7.8,9.4,7.8,8.9,8.9,9.162,7.778,9.444,7.222,8.889,9.333,10,9.444,8.45,10.742,8.333,8.889,7.778,7.778,8.889,7.778,8.333,10,8.889,7.778,8.333,8.889,7.778,8.333,8.333
MCN,136,9.4,8.9,8.3, NA,10.6,8.9,8.9,8.3,7.8,7.2,8.9,8.3,,,,,,,,,,8.3,9.4,7.8,8.9,8.9,9.775,9.488,9.444,7.222,8.889,9.642,10,9.444,8.55,10.35,8.889,8.889,7.778,7.778,8.889,7.778,8.333,10,8.889,7.778,8.333,8.889,7.778,8.333,8.333
MCN,137,10,8.9,8.3, NA,10.6,8.9,8.9,8.3,8.3,7.2,8.9,7.8,,,,,,,,,,8.3,9.4,8.3,8.9,8.9,9.733,9.2,10.62,7.867,9.775,9.463,10,10,8.7,10.35,8.889,8.889,7.778,8.333,8.889,7.778,8.333,10,8.889,7.778,8.333,9.444,7.778,8.333,8.333
MCN,138,10.6,8.9,8.3, NA,10.6,9.4,8.9,8.3,8.3,7.2,8.9,8.3,,,,,,,,,,8.6,9.4,8.9,8.9,8.9,10.196,9.444,10.525,7.883,10.22,10,10,10,8.65,10.363,9.444,8.889,7.778,8.333,8.889,7.778,8.333,10,8.889,8.333,8.333,9.444,7.778,8.333,8.333
MCN,139,10.6,8.9,8.3, NA,10.6,10,8.9,8.3,8.3,7.2,9.4,7.8,,,,,,,,,,8.9,9.4,8.9,8.9,8.9,11.105,9.444,11.054,8.387,10.821,10,10,10,8.567,9.744,9.444,8.889,8.333,8.889,10,7.778,8.333,10,8.889,8.333,8.333,9.444,7.778,8.333,8.333
MCN,140,10,8.9,8.3, NA, NA,10,8.9,8.3,8.3,7.2,9.4,8.3,,,,,,,,,,8.9,9.4,8.9,8.9,9.4,10.592,9.444,11.323,8.675,11.613,10,10,10,8.9,9.45,9.444,9.444,8.333,8.889,10.556,7.778,8.333,10,8.889,8.333,8.333,9.444,7.778,8.333,8.333
